[2026-05-05 23:54:53] [ERROR] IP: ::1 | URI: /Miracle's%20Notice%20Board/api/login.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 | Error: Login failure: SQLSTATE[HY093]: Invalid parameter number
[2026-05-05 23:54:58] [ERROR] IP: ::1 | URI: /Miracle's%20Notice%20Board/api/login.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 | Error: Login failure: SQLSTATE[HY093]: Invalid parameter number
[2026-05-06 00:01:25] [ERROR] IP: ::1 | URI: /Miracle's%20Notice%20Board/api/login.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 | Error: Login failure: SQLSTATE[HY093]: Invalid parameter number
[2026-05-06 00:01:49] [ERROR] IP: ::1 | URI: /Miracle's%20Notice%20Board/api/login.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 | Error: Login failure: SQLSTATE[HY093]: Invalid parameter number
[2026-05-06 00:03:30] [ERROR] IP: ::1 | URI: /Miracle's%20Notice%20Board/api/login.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 | Error: Login failure: SQLSTATE[HY093]: Invalid parameter number
[2026-05-06 00:03:35] [ERROR] IP: ::1 | URI: /Miracle's%20Notice%20Board/api/login.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 | Error: Login failure: SQLSTATE[HY093]: Invalid parameter number
[2026-05-06 00:05:46] [ERROR] IP: ::1 | URI: /Miracle's%20Notice%20Board/api/login.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 | Error: Login failure: SQLSTATE[HY093]: Invalid parameter number
[2026-05-06 00:18:19] [WARNING] IP: ::1 | URI: /Miracle's%20Notice%20Board/api/login.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 | Unauthorized access: Failed login attempt for identifier: alice with role: lecturer | User ID: 1 | Role: student
[2026-05-06 13:00:35] [WARNING] IP: ::1 | URI: /Miracle's%20Notice%20Board/student/dashboard.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 | Unauthorized access: Role mismatch: required student, has admin | User ID: 3 | Role: admin
[2026-05-06 14:41:43] [WARNING] IP: ::1 | URI: /Miracle's%20Notice%20Board/api/login.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 | Unauthorized access: Failed login attempt for identifier: alice with role: admin | User ID: guest | Role: none
[2026-05-06 14:42:18] [WARNING] IP: ::1 | URI: /Miracle's%20Notice%20Board/api/login.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 | Unauthorized access: Failed login attempt for identifier: alice with role: lecturer | User ID: guest | Role: none
[2026-05-27 21:10:26] [WARNING] IP: ::1 | URI: /Miracle's%20Notice%20Board/lecturer/dashboard.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 | Unauthorized access: Attempt to access protected page without login | User ID: guest | Role: none
[2026-06-02 07:00:54] [WARNING] IP: ::1 | URI: /Miracle's%20Notice%20Board/student/dashboard.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 | Unauthorized access: Role mismatch: required student, has  | User ID: guest | Role: none
[2026-06-02 07:09:18] [WARNING] IP: ::1 | URI: /Miracle's%20Notice%20Board/student/dashboard.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 | Unauthorized access: Role mismatch: required student, has  | User ID: guest | Role: none
[2026-06-02 07:14:16] [WARNING] IP: ::1 | URI: /Miracle's%20Notice%20Board/api/login.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 | Unauthorized access: Failed password verification for identifier: admin | User ID: guest | Role: none
[2026-06-02 07:14:20] [WARNING] IP: ::1 | URI: /Miracle's%20Notice%20Board/api/login.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 | Unauthorized access: Failed password verification for identifier: admin | User ID: guest | Role: none
[2026-06-02 07:14:48] [WARNING] IP: ::1 | URI: /Miracle's%20Notice%20Board/api/login.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 | Unauthorized access: Failed password verification for identifier: admin | User ID: guest | Role: none
[2026-06-02 07:18:24] [WARNING] IP: ::1 | URI: /Miracle's%20Notice%20Board/api/login.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 | Unauthorized access: Failed password verification for identifier: admin | User ID: guest | Role: none
[2026-06-02 07:18:24] [WARNING] IP: ::1 | URI: /Miracle's%20Notice%20Board/api/login.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 | Unauthorized access: Failed password verification for identifier: admin | User ID: guest | Role: none
[2026-06-02 07:18:35] [WARNING] IP: ::1 | URI: /Miracle's%20Notice%20Board/api/login.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 | Unauthorized access: Failed password verification for identifier: admin | User ID: guest | Role: none
[2026-06-02 07:43:47] [WARNING] IP: ::1 | URI: /Miracle's%20Notice%20Board/api/login.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 | Unauthorized access: Failed login attempt for identifier: 2022/CP/CSC/0066 | User ID: guest | Role: none
[2026-06-02 07:43:52] [WARNING] IP: ::1 | URI: /Miracle's%20Notice%20Board/api/login.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 | Unauthorized access: Failed login attempt for identifier: 2022/CP/CSC/0066 | User ID: guest | Role: none
[2026-06-02 07:43:55] [WARNING] IP: ::1 | URI: /Miracle's%20Notice%20Board/api/login.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 | Unauthorized access: Failed login attempt for identifier: 2022/CP/CSC/0066 | User ID: guest | Role: none
[2026-06-03 14:56:51] [WARNING] IP: 127.0.0.1 | URI: /Miracle's%20Notice%20Board/api/login.php | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:151.0) Gecko/20100101 Firefox/151.0 | Unauthorized access: Failed login attempt for identifier: #12345 | User ID: guest | Role: none
